7.197232170983692834e-01 -4.974903767691490342e-01 -2.289127118979540909e-01 9.991662646527720293e-01 1.646705506100163557e-02 3.486953089068259293e-02 1.340624827864183785e-02
7.203288768598044012e-01 -4.995182211607490652e-01 -2.286538924729699107e-01 9.991328524717884019e-01 1.534124675938200628e-02 3.595787796377617612e-02 1.432551122290609720e-02
7.184689169228472005e-01 -4.990735722325493340e-01 -2.297947199323216172e-01 9.992125411182249950e-01 1.387502705277070085e-02 3.460419107476305628e-02 1.357686474875399729e-02
7.196220890955673521e-01 -5.000305825643626134e-01 -2.280818844908971410e-01 9.991901956575233168e-01 1.441188653091955880e-02 3.471557330363674726e-02 1.435546581271997767e-02
7.195012159375362426e-01 -4.993384026308608226e-01 -2.278260166872169423e-01 9.992217414515918161e-01 1.323680268029690799e-02 3.469955412206099377e-02 1.329057594619321471e-02
7.202942793084439188e-01 -4.989900158532333818e-01 -2.275337336808788691e-01 9.992070463733041530e-01 1.327210051939897197e-02 3.527210398214755682e-02 1.284556368608178942e-02
7.201328910684531293e-01 -5.006741063758375354e-01 -2.269772529452646070e-01 9.992127792477748516e-01 1.229425912485830955e-02 3.537326608396638983e-02 1.309217426791745367e-02
7.201848745545015307e-01 -4.993490694505684502e-01 -2.270858841510195458e-01 9.992394832410164129e-01 1.110367711414009771e-02 3.555993424305891465e-02 1.151757628153368511e-02
7.200008846032953658e-01 -4.991286043614369117e-01 -2.271287121905194439e-01 9.992416171604029396e-01 1.086114373998602750e-02 3.567103096054850819e-02 1.121622224878063984e-02
7.204471357739302695e-01 -4.995458233651055013e-01 -2.264134321138479011e-01 9.992362811198777228e-01 9.885997049899713368e-03 3.618815486535786885e-02 1.093338938696816406e-02
7.210867994381244817e-01 -5.002104145851583583e-01 -2.257988513291394328e-01 9.992235201321684190e-01 9.710544892409658096e-03 3.653493842529136754e-02 1.110227034577933487e-02
7.213349800251256383e-01 -5.012050191484674899e-01 -2.250223590100435822e-01 9.992174530852785397e-01 7.851723481478183400e-03 3.711314428520213343e-02 1.120028613051431664e-02
7.214147083792689097e-01 -5.008321644784767823e-01 -2.247983740804699870e-01 9.992271443188063262e-01 7.188003847555833777e-03 3.722632560724788847e-02 1.037532355901423474e-02
7.218258990294352806e-01 -5.009154656967225172e-01 -2.240911808418182272e-01 9.992255065744152231e-01 6.149927249194973161e-03 3.751746067873310692e-02 1.014916499781372966e-02
7.211509038434930075e-01 -5.016137690045037179e-01 -2.241464415927932330e-01 9.992373604669119169e-01 5.635669960724179299e-03 3.718752423857416001e-02 1.048926652432183824e-02
7.218309723484758189e-01 -5.020291686496624051e-01 -2.232469645855510443e-01 9.992260595478226204e-01 5.031306370173636681e-03 3.751195937622301552e-02 1.071544588422664035e-02
7.220273568624673288e-01 -5.026125477556101506e-01 -2.224007230472981600e-01 9.992197505360380649e-01 4.824414199081153432e-03 3.766792056440852743e-02 1.085094128115873802e-02
7.228516024687486885e-01 -5.033489518513479810e-01 -2.211949563838787880e-01 9.991900107539226639e-01 4.906085936539847543e-03 3.825950286846650089e-02 1.146573899132239359e-02
7.241070199360205573e-01 -5.044632828877406716e-01 -2.199206629098995336e-01 9.991458785233171547e-01 4.600100590797103275e-03 3.921038772451146404e-02 1.220237677327822359e-02
7.239208788620591362e-01 -5.050995324853483348e-01 -2.196095153690298674e-01 9.991548795605704747e-01 4.500713799883040815e-03 3.892387887653387529e-02 1.241780491063410735e-02
7.244443309563546318e-01 -5.062656100255893410e-01 -2.185514176644568207e-01 9.991329947212870266e-01 4.323128371756097994e-03 3.927153904501929499e-02 1.312690524798244308e-02
7.241847533928809089e-01 -5.067165471413982436e-01 -2.181898874193973215e-01 9.991423134128515349e-01 4.053212104402861837e-03 3.901018055875984936e-02 1.328212454486026040e-02
7.243664746089452100e-01 -5.072410797723627685e-01 -2.171992161067988758e-01 9.991323349192554604e-01 4.653314736194608288e-03 3.901724836988039458e-02 1.380501033704755430e-02
7.244857384578675674e-01 -5.078903109515240377e-01 -2.162688487746318167e-01 9.991344257583084643e-01 4.210206595535414577e-03 3.895730760681184041e-02 1.396429765747436887e-02
7.254217639629864101e-01 -5.075906890704254826e-01 -2.153594141983112831e-01 9.991176661998367736e-01 4.387723521195842184e-03 3.930944966972117760e-02 1.412105294787953554e-02
7.256379624537969697e-01 -5.077275508921919034e-01 -2.146627451939419617e-01 9.991184389223212170e-01 4.214641651291399158e-03 3.933212947628104972e-02 1.405579567425518754e-02
7.246918555741159729e-01 -5.087063050104392303e-01 -2.141336010129823442e-01 9.991413363580051721e-01 4.474985555112745601e-03 3.847612535816091056e-02 1.470211761769077766e-02
7.255060075440620260e-01 -5.076995581119645440e-01 -2.136272640220235330e-01 9.991418217104409694e-01 4.344519719630048071e-03 3.873994516010699496e-02 1.399863945314197902e-02
7.254012418365717307e-01 -5.097849116500454691e-01 -2.120156476754903319e-01 9.991284255605397124e-01 3.769572854894603139e-03 3.889494066065381228e-02 1.467525633210718314e-02
7.260954533351861029e-01 -5.095220273736514871e-01 -2.114916005083409267e-01 9.991188812176919898e-01 4.176366313535684327e-03 3.909852190590423077e-02 1.467394778156570767e-02
7.261885109539992778e-01 -5.098702735272393483e-01 -2.107094573936670323e-01 9.991271096333240731e-01 4.115640852758822160e-03 3.886012687744597183e-02 1.476383538243389998e-02
7.262125686198619423e-01 -5.102863855625884293e-01 -2.095888875837433329e-01 9.991297728950004897e-01 3.369207642473441566e-03 3.888992684898342350e-02 1.469418062797604729e-02
7.267284727875230610e-01 -5.101181932525519214e-01 -2.090139537649293167e-01 9.991210841498177064e-01 3.543878791110142111e-03 3.905792851484841954e-02 1.479791710126851338e-02
7.259701468771972976e-01 -5.108030162322909629e-01 -2.089061208528448232e-01 9.991460099017722696e-01 3.160761947054191792e-03 3.833543174432396672e-02 1.508824556594647905e-02
7.264992573300973477e-01 -5.112109040065491161e-01 -2.074907310377634428e-01 9.991374221444991877e-01 3.331815385564552198e-03 3.849623969255102501e-02 1.521020072895681169e-02
7.267773501757932575e-01 -5.113677311679896142e-01 -2.066090468749011144e-01 9.991447873138169511e-01 3.398709693321936946e-03 3.820479043397019547e-02 1.544463479479613738e-02
7.270105319042298175e-01 -5.119683881823940963e-01 -2.055766797656716771e-01 9.991436241278810471e-01 3.627224957246238078e-03 3.805598708493844462e-02 1.583045958601276074e-02
7.273044593033283212e-01 -5.112995897875586282e-01 -2.046070494192325229e-01 9.991485478635994122e-01 4.341222710936843733e-03 3.784499707304693483e-02 1.584579704451229490e-02
7.265841211342584094e-01 -5.115356062069891241e-01 -2.046533104344372411e-01 9.991812182087734806e-01 3.938338008148967173e-03 3.711077843799055059e-02 1.562602944741551744e-02
7.282936407978977122e-01 -5.103781973426960716e-01 -2.026502535896838042e-01 9.991545617842929605e-01 4.767164302730494269e-03 3.773644008105187658e-02 1.560118265252647893e-02
7.285804682270581312e-01 -5.103739450735509386e-01 -2.020866221119942130e-01 9.991534908615046229e-01 5.005646833225996760e-03 3.777911481208506145e-02 1.549140674908541966e-02
7.287004876063220005e-01 -5.111879123461462449e-01 -2.009063922483883546e-01 9.991527819091300389e-01 4.951317762030900405e-03 3.755603119756476677e-02 1.608562638983721330e-02
7.287841346176886503e-01 -5.116369300754146643e-01 -2.001995638409440059e-01 9.991518658885409909e-01 5.028209885112272168e-03 3.745063060514644548e-02 1.636203728376309230e-02
7.298421875140942428e-01 -5.112262103935429902e-01 -1.985319303297241045e-01 9.991370222580373550e-01 4.924627500034917116e-03 3.791658813282985929e-02 1.622624854035562003e-02
7.296122197988698099e-01 -5.111344332922378442e-01 -1.981822087079942452e-01 9.991527837815354918e-01 4.920659549606674378e-03 3.756122467400847126e-02 1.608279118169009606e-02
7.292423725616672403e-01 -5.114423655072920516e-01 -1.973682668949683361e-01 9.991731613396365175e-01 5.308877803232309699e-03 3.685814970824479592e-02 1.631828039690309123e-02
7.291950545202481315e-01 -5.114176618827225296e-01 -1.966319993330704619e-01 9.991809252676092656e-01 5.300872515978543621e-03 3.668281627003226048e-02 1.624039169579231945e-02
7.298939563426944943e-01 -5.116103967941855180e-01 -1.941989931894910759e-01 9.991897735081708420e-01 5.169299668206705708e-03 3.657648277616509097e-02 1.597609981677362845e-02
7.300277215307171552e-01 -5.112362834204413620e-01 -1.930808872451754976e-01 9.991920781744497715e-01 5.931373267126475654e-03 3.624321785478215596e-02 1.632295574095584886e-02
7.321313005600562640e-01 -5.114517566040155394e-01 -1.912442350512045530e-01 9.991380623034962216e-01 6.028493052967991324e-03 3.758462791076771364e-02 1.655854681832473127e-02
7.321381849354188232e-01 -5.117079078393191871e-01 -1.904874047574837692e-01 9.991399803292611015e-01 5.625374716472821869e-03 3.758684231196734310e-02 1.657963063395920950e-02
7.319360922006424852e-01 -5.125686943392893102e-01 -1.894208138566959576e-01 9.991511177736027705e-01 5.063799948771718212e-03 3.741699222079680753e-02 1.647332616649710424e-02
7.330620457557343039e-01 -5.127054736738678731e-01 -1.877698009468815876e-01 9.991254165844328794e-01 5.376874908731155665e-03 3.790502733853225864e-02 1.681368649834203907e-02
7.322156367627489226e-01 -5.114631102303254240e-01 -1.875291205636899217e-01 9.991744178277413013e-01 6.231070191213276127e-03 3.659108158968065599e-02 1.651512249315503084e-02
7.323038023963831522e-01 -5.110155279906199999e-01 -1.863397723582433108e-01 9.991900462178551212e-01 6.332014836241105400e-03 3.633224378637694985e-02 1.609736589388812561e-02
7.338749572221314743e-01 -5.112537161463884816e-01 -1.848486092155861016e-01 9.991515040010250370e-01 6.409940883220896848e-03 3.729551275483332373e-02 1.625513576435082957e-02
7.344598773183481644e-01 -5.117774186333716724e-01 -1.834020025651406094e-01 9.991359443864347156e-01 6.334332446302833909e-03 3.759762102046588367e-02 1.654266487264492713e-02
7.335822317894340472e-01 -5.120618853253539049e-01 -1.828939022001254133e-01 9.991695505808010358e-01 5.867041026956594865e-03 3.682335100303475023e-02 1.642643730866893276e-02
7.344870301225958631e-01 -5.121146108370756567e-01 -1.814860196850428820e-01 9.991492724609555287e-01 6.561506941110248695e-03 3.712581612414481147e-02 1.671381896879155574e-02
7.346288918202258378e-01 -5.117282236131658335e-01 -1.805143914353534995e-01 9.991607088792529012e-01 6.099339704441606239e-03 3.706731754149930613e-02 1.633064167007165085e-02
7.355166626092468629e-01 -5.112921490821522585e-01 -1.789773750407029351e-01 9.991441025571957679e-01 7.314120628412966105e-03 3.715075520690731131e-02 1.665494977973742963e-02
7.355597648123294308e-01 -5.114516494171803540e-01 -1.779066018705740826e-01 9.991571700571326708e-01 6.663683371809342101e-03 3.708364136273345490e-02 1.628951781430887716e-02
7.362967483799589541e-01 -5.125324009256666535e-01 -1.762444155249142663e-01 9.991327409906108903e-01 6.678941689492353707e-03 3.746804068470013099e-02 1.689093087272460630e-02
7.371602740008396104e-01 -5.120315850602563668e-01 -1.750835093147620480e-01 9.991233697039029193e-01 6.973698479312979460e-03 3.775146464579101635e-02 1.669390781499734480e-02
7.367690818525037821e-01 -5.115087371700186569e-01 -1.741915035695154323e-01 9.991431587305773521e-01 7.427792845588078625e-03 3.713309589164853070e-02 1.670058217036572701e-02
7.376993889255005765e-01 -5.121514442111514409e-01 -1.726639311736317128e-01 9.991196919436060586e-01 7.355409714628365417e-03 3.761563606911817043e-02 1.705294817794020951e-02
7.379620511495258439e-01 -5.114848714925263051e-01 -1.713180486385024182e-01 9.991288654861757434e-01 7.350567806738064931e-03 3.761384002244716473e-02 1.651297501941010118e-02
7.373398871151565226e-01 -5.130846295615923980e-01 -1.703818429634975928e-01 9.991511819638875247e-01 6.164019453916284516e-03 3.707476505164068736e-02 1.686363663935449425e-02
7.388735236454903044e-01 -5.108562226181885269e-01 -1.693192150604462820e-01 9.991286405476607069e-01 7.494824735491768808e-03 3.775270079176805404e-02 1.614065743688776131e-02
7.395456853664363894e-01 -5.110267220447556324e-01 -1.679087880155746282e-01 9.991165052589439100e-01 7.972471024140120530e-03 3.786452557461812002e-02 1.639897338046814382e-02
